"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"197",543022,"Tyler Chatwood","1950","10.1","0.297","0.172","0.352","0.469","0.324","0.309","0.273","57","192","88.3","5.0","2479","90.2","89.63","31","184","13","-0.6","5.95","112","150","111","150","296","318","297"
"194",595014,"Blake Treinen","1159","16.7","0.171","0.041","0.252","0.212","0.166","0.218","0.213","33","193","86.6","7.1","2520","94.8","93.59","56","185","9","-1.2","5.57","111","149","118","150","300","324","302"
"193",621389,"Ty Blach","1879","10.3","0.286","0.101","0.327","0.386","0.288","0.295","0.280","54","189","87.2","3.1","2109","85.3","82.91","25","185","8","-2.4","4.84","108","147","112","146","296","317","291"
"191",605276,"David Hess","1752","10.9","0.238","0.212","0.231","0.450","0.287","0.279","0.239","45","189","88.0","17.2","2129","86.7","85.31","22","180","11","-1.4","5.50","111","157","117","148","294","317","295"
"187",608718,"Brent Suter","1638","11.4","0.297","0.227","0.331","0.524","0.347","0.321","0.278","55","185","83.5","16.7","2142","84.5","85.70","35","183","4","1.2","6.89","109","156","117","148","301","317","292"
"185",641816,"Tyler Mahle","2071","8.9","0.290","0.219","0.346","0.508","0.334","0.308","0.267","53","183","90.4","11.0","2158","89.5","89.46","32","168","16","0.0","6.27","112","148","112","144","300","308","289"
"183",570240,"Felix Pena","1409","13.0","0.210","0.155","0.236","0.365","0.242","0.253","0.231","38","181","87.8","14.6","2293","89.6","88.88","32","168","15","-0.7","5.86","112","151","109","148","292","317","301"
"176",429719,"Edwin Jackson","1482","11.9","0.229","0.160","0.269","0.389","0.261","0.281","0.244","40","175","86.8","13.3","2257","90.1","89.81","32","168","8","-0.3","6.11","112","149","120","150","295","321","297"
"176",456701,"Homer Bailey","1789","9.8","0.347","0.289","0.366","0.636","0.412","0.370","0.306","60","173","90.3","13.3","1859","89.9","89.79","28","173","2","-0.1","6.17","114","151","112","146","297","310","287"
"176",474463,"Brett Anderson","1203","14.6","0.257","0.131","0.286","0.389","0.275","0.299","0.280","45","175","86.8","3.6","1959","86.8","85.97","18","169","7","-0.8","5.64","107","148","120","148","298","321","295"
"170",630023,"Yonny Chirinos","1315","12.9","0.255","0.085","0.323","0.339","0.251","0.265","0.254","42","165","87.7","8.8","2062","91.3","90.99","36","164","6","-0.3","6.12","109","151","113","148","285","320","291"
"164",489334,"Craig Stammen","1167","14.1","0.179","0.062","0.254","0.241","0.179","0.223","0.211","29","162","86.5","7.1","2133","89.7","90.24","34","149","15","0.5","6.54","115","149","114","147","297","316","302"
"163",543278,"Blaine Hardy","1368","11.9","0.250","0.131","0.308","0.381","0.265","0.264","0.229","40","160","86.4","17.6","2194","83.2","82.89","28","152","11","-0.3","6.04","107","150","113","145","295","316","287"
"162",605151,"Archie Bradley","1228","13.2","0.236","0.168","0.288","0.404","0.271","0.270","0.233","38","161","87.3","9.7","2239","93.1","93.05","33","151","11","-0.1","6.26","109","149","115","150","299","327","302"
"161",623352,"Josh Hader","1316","12.2","0.145","0.151","0.242","0.296","0.184","0.185","0.156","23","159","84.6","18.9","2134","92.0","92.58","73","147","13","0.6","6.63","110","153","116","150","301","317","293"
"160",622608,"Antonio Senzatela","1529","10.5","0.288","0.186","0.323","0.474","0.317","0.298","0.268","45","156","87.5","13.1","2095","90.4","90.81","24","154","6","0.4","6.29","111","150","113","145","298","319","303"
"160",453329,"Clay Buchholz","1419","11.3","0.241","0.114","0.270","0.354","0.252","0.284","0.262","38","158","87.1","15.2","2181","84.2","84.14","17","147","13","-0.1","6.14","108","150","112","150","295","325","301"
"158",435221,"Brandon McCarthy","1215","13.0","0.295","0.109","0.368","0.404","0.300","0.289","0.265","46","156","88.4","8.1","2295","88.9","87.81","28","150","7","-1.1","5.52","105","149","107","149","300","320","295"
"157",592773,"Ryne Stanek","1081","14.5","0.178","0.121","0.250","0.299","0.202","0.207","0.176","28","157","89.3","18.5","2158","93.7","92.90","47","147","10","-0.8","5.83","111","156","118","149","297","325","292"
"156",527048,"Martin Perez","1404","11.1","0.347","0.247","0.338","0.593","0.385","0.349","0.316","52","150","87.1","7.8","2041","89.5","88.71","12","151","5","-0.8","5.81","103","151","111","146","294","316","294"
"156",572070,"Garrett Richards","1313","11.9","0.237","0.192","0.299","0.429","0.282","0.266","0.225","37","156","90.8","10.5","2773","92.3","91.12","38","143","13","-1.2","5.63","113","155","114","149","292","322","298"
"154",502026,"Jeremy Jeffress","1211","12.7","0.171","0.086","0.245","0.257","0.181","0.221","0.212","26","152","87.7","4.8","2075","90.4","90.39","36","137","17","0.0","6.19","109","152","115","148","300","319","295"
"152",607625,"Seth Lugo","1614","9.4","0.230","0.061","0.291","0.291","0.221","0.266","0.251","34","148","85.7","7.8","2562","88.9","88.41","31","144","8","-0.5","6.00","111","149","110","147","294","321","301"
"151",621242,"Edwin Diaz","1172","12.9","0.205","0.079","0.373","0.285","0.211","0.187","0.170","31","151","89.6","12.1","2364","92.9","93.50","66","144","7","0.6","6.53","108","150","115","147","295","324","300"
"150",605200,"Zach Davies","1124","13.3","0.250","0.182","0.276","0.432","0.284","0.288","0.274","37","148","87.4","8.5","2256","85.0","84.20","20","141","9","-0.8","5.87","109","153","118","150","301","312","289"
"148",593334,"Domingo German","1467","10.1","0.245","0.245","0.292","0.490","0.306","0.265","0.229","36","147","88.2","14.4","2492","88.6","87.55","35","139","9","-1.1","5.71","107","155","115","148","297","323","291"
"146",571863,"Matt Koch","1296","11.3","0.285","0.299","0.254","0.583","0.362","0.391","0.304","41","144","89.9","11.1","2135","88.0","87.49","15","142","4","-0.5","5.89","109","151","113","150","306","332","306"
"145",451596,"Yovani Gallardo","1668","8.7","0.271","0.194","0.304","0.465","0.311","0.325","0.290","39","144","89.4","11.2","2121","89.9","89.37","19","137","8","-0.5","5.92","110","151","110","147","291","314","297"
"145",553878,"Felipe Vazquez","1202","12.1","0.228","0.048","0.320","0.276","0.218","0.214","0.208","33","145","87.9","12.4","2476","93.5","92.43","34","135","10","-1.1","5.60","109","149","113","147","311","327","295"
"144",517008,"Alex Colome","1085","13.3","0.250","0.097","0.330","0.347","0.256","0.279","0.256","36","144","90.5","10.3","2124","92.0","91.45","34","139","5","-0.5","5.98","106","151","114","146","295","325","299"
"143",543272,"Brad Hand","1210","11.8","0.191","0.142","0.293","0.333","0.221","0.213","0.190","27","141","83.5","7.0","2530","87.3","84.34","42","129","14","-3.0","4.66","111","149","114","147","294","317","298"
"143",453265,"Tony Watson","959","14.9","0.236","0.114","0.301","0.350","0.248","0.239","0.211","33","140","85.2","13.9","2318","89.1","88.14","25","132","11","-1.0","5.81","108","146","111","145","297","319","293"
"143",489265,"Sergio Romo","1130","12.7","0.237","0.086","0.297","0.324","0.238","0.231","0.211","33","139","83.5","15.2","2603","79.4","78.68","33","139","4","-0.7","6.00","109","153","116","146","292","324","298"
"142",592102,"Cody Allen","1182","12.0","0.199","0.177","0.244","0.376","0.242","0.235","0.193","28","141","88.4","19.4","2484","90.0","89.93","35","132","10","-0.1","6.25","109","151","116","149","289","316","294"
"142",572362,"Robbie Erlin","1594","8.9","0.321","0.179","0.376","0.500","0.347","0.324","0.297","45","140","90.1","14.1","2152","87.4","86.72","25","139","3","-0.7","5.89","112","151","115","147","299","317","299"
"141",450729,"Doug Fister","1116","12.6","0.298","0.135","0.328","0.433","0.313","0.335","0.317","42","141","87.7","7.9","1928","85.7","85.70","9","129","12","0.0","6.26","107","148","110","146","292","312","293"
"141",607192,"Tyler Glasnow","1855","7.6","0.186","0.143","0.244","0.329","0.216","0.286","0.238","26","140","91.3","9.9","2518","91.8","93.60","42","133","8","1.8","7.21","113","154","116","146","290","320","297"
"140",642152,"Lou Trivino","1124","12.5","0.180","0.115","0.239","0.295","0.202","0.243","0.218","25","139","83.4","11.7","2338","94.0","93.91","34","127","13","-0.1","6.16","109","149","118","150","298","322","300"
"138",608379,"Michael Wacha","1419","9.7","0.299","0.142","0.356","0.440","0.309","0.335","0.314","40","134","87.3","9.2","1985","90.1","90.97","28","134","4","0.9","6.68","112","149","112","147","296","316","296"
"137",607374,"Nick Tropeano","1179","11.6","0.228","0.228","0.255","0.456","0.284","0.338","0.285","31","136","90.4","15.4","2051","86.4","84.65","26","130","7","-1.7","5.34","113","153","111","148","295","324","301"
"137",641771,"Chad Kuhl","1435","9.5","0.298","0.214","0.358","0.511","0.329","0.342","0.293","39","131","89.5","12.0","2331","91.5","90.97","29","130","7","-0.5","5.99","109","149","115","149","302","314","296"
"136",596295,"Austin Gomber","1226","11.1","0.230","0.141","0.270","0.370","0.253","0.287","0.250","31","135","88.1","11.8","2229","87.6","88.09","23","127","9","0.5","6.47","108","148","107","148","301","318","299"
"136",448802,"Jaime Garcia","1381","9.8","0.276","0.269","0.315","0.545","0.340","0.320","0.264","37","134","90.2","11.9","2325","86.5","85.86","30","128","8","-0.6","5.87","108","152","114","146","299","322","292"
"135",621261,"Corey Oswalt","1034","13.1","0.244","0.215","0.245","0.459","0.297","0.290","0.245","33","135","87.3","14.5","1927","87.3","88.19","21","131","4","0.9","6.79","111","152","113","149","294","319","302"
"135",544727,"Jeurys Familia","1193","11.3","0.261","0.090","0.359","0.351","0.261","0.248","0.222","35","134","86.3","11.5","2244","93.3","92.14","33","127","8","-1.2","5.64","110","148","115","148","297","322","302"
"135",608716,"Drew Steckenrider","1162","11.6","0.224","0.127","0.325","0.351","0.243","0.219","0.194","30","134","87.9","20.0","2246","92.8","92.25","36","120","15","-0.5","6.09","105","149","112","147","305","329","303"
"132",547943,"Hyun-Jin Ryu","1238","10.7","0.221","0.214","0.259","0.435","0.276","0.263","0.230","29","131","87.8","12.5","2034","85.1","85.45","29","122","10","0.4","6.37","108","152","113","148","298","315","290"
"132",598271,"Brian Johnson","1710","7.7","0.258","0.280","0.247","0.538","0.333","0.312","0.254","34","132","87.7","17.1","2364","81.6","81.36","17","124","8","-0.2","6.14","109","152","114","148","278","316","292"
"132",663855,"Jordan Hicks","1274","10.4","0.231","0.038","0.284","0.269","0.214","0.228","0.221","30","130","86.7","2.7","2179","96.9","96.85","22","125","7","0.0","6.30","109","144","105","147","295","315","298"
"130",641838,"Kevin McCarthy","1008","12.9","0.295","0.109","0.324","0.403","0.297","0.306","0.283","38","129","87.6","-1.8","2014","89.7","90.29","16","129","0","0.6","6.57","107","149","109","141","298","320","296"
"130",607215,"Eric Skoglund","1088","11.9","0.246","0.231","0.257","0.477","0.303","0.326","0.282","32","130","88.6","15.8","2090","87.4","87.58","16","123","7","0.2","6.33","108","152","113","143","299","324","296"
"130",606162,"Yefry Ramirez","1224","10.6","0.244","0.228","0.272","0.472","0.296","0.266","0.232","31","127","85.1","20.5","2335","89.8","89.68","25","124","6","-0.1","6.20","112","153","114","148","291","317","294"
"129",592468,"Nick Kingham","1304","9.9","0.254","0.262","0.278","0.516","0.322","0.311","0.256","32","126","88.6","12.5","2248","88.4","87.14","21","121","7","-1.3","5.46","110","149","113","149","300","319","296"
"128",607188,"Jake Faria","1117","11.5","0.220","0.189","0.242","0.409","0.263","0.287","0.252","28","127","88.2","15.0","1791","86.0","85.03","20","120","8","-1.0","5.75","109","156","116","148","292","321","292"
"128",650895,"Diego Castillo","893","14.3","0.164","0.102","0.220","0.266","0.183","0.219","0.193","21","128","89.4","10.3","2232","93.1","91.56","35","120","8","-1.5","5.37","113","155","116","149","292","320","294"
"126",621237,"Jose Alvarado","1038","12.1","0.220","0.089","0.342","0.309","0.224","0.208","0.192","27","123","86.2","8.9","2186","93.4","93.42","34","113","13","0.0","6.30","107","151","113","145","295","321","292"
"125",493603,"Adam Ottavino","1272","9.8","0.208","0.083","0.319","0.292","0.208","0.218","0.198","25","120","86.6","13.2","2539","88.2","88.90","34","109","16","0.7","6.62","113","150","116","144","300","322","300"
"125",592644,"Adam Plutko","1268","9.9","0.244","0.276","0.250","0.520","0.316","0.290","0.231","30","123","87.3","21.3","2269","88.2","87.15","15","115","10","-1.1","5.62","110","152","114","149","281","312","294"
"124",643338,"Chad Green","1251","9.9","0.211","0.146","0.269","0.358","0.240","0.264","0.222","26","123","92.7","19.6","2403","95.2","95.00","35","118","6","-0.2","6.23","109","156","113","147","295","323","290"
"123",641571,"Heath Fillmyer","1328","9.3","0.325","0.175","0.343","0.500","0.344","0.293","0.278","39","120","89.2","10.4","2170","88.2","87.62","12","116","7","-0.6","5.76","111","151","110","145","298","319","297"
"122",502085,"David Robertson","1184","10.3","0.124","0.140","0.159","0.264","0.162","0.216","0.172","15","121","89.3","12.3","2700","86.9","86.70","44","118","4","-0.2","6.26","108","156","114","147","293","322","290"
"121",607229,"Robert Gsellman","1283","9.4","0.212","0.093","0.250","0.305","0.218","0.232","0.216","25","118","86.0","8.3","2178","90.9","90.05","20","115","6","-0.8","5.83","110","148","108","147","293","320","299"
"121",641154,"Pablo Lopez","950","12.7","0.256","0.140","0.311","0.397","0.278","0.250","0.222","31","121","85.6","9.5","2052","89.0","89.77","17","110","10","0.8","6.75","107","150","110","148","299","327","298"
"118",489446,"Kirby Yates","1047","11.3","0.155","0.103","0.227","0.259","0.173","0.195","0.163","18","116","87.4","16.1","1838","90.8","89.70","48","117","1","-1.1","5.66","114","150","117","147","296","318","302"
"118",592811,"Andrew Triggs","723","16.3","0.214","0.137","0.259","0.350","0.237","0.293","0.231","25","117","89.8","7.5","2452","84.7","83.86","27","115","3","-0.8","5.91","109","148","121","149","301","321","302"
"118",571710,"Mychal Givens","1247","9.5","0.198","0.112","0.259","0.310","0.214","0.236","0.212","23","116","85.5","16.3","2359","93.8","93.56","32","116","2","-0.2","6.16","109","150","114","147","292","317","292"
"118",445276,"Kenley Jansen","1141","10.3","0.205","0.197","0.234","0.402","0.253","0.243","0.207","24","117","83.6","19.6","2573","91.4","92.81","31","114","4","1.4","6.93","110","154","116","147","295","323","301"
"118",519043,"Matt Moore","1792","6.6","0.407","0.203","0.464","0.610","0.434","0.359","0.323","48","118","90.4","17.2","2181","87.6","86.60","14","114","4","-1.0","5.79","106","149","113","146","294","319","291"
"116",502202,"Brad Boxberger","975","11.9","0.263","0.228","0.343","0.491","0.318","0.271","0.231","30","114","90.3","13.8","1902","87.0","86.08","30","106","10","-0.9","5.64","107","149","114","150","302","329","302"
"116",592761,"Caleb Smith","1393","8.3","0.263","0.184","0.342","0.447","0.301","0.303","0.252","30","114","87.3","20.7","2289","88.9","86.84","26","108","8","-2.1","5.26","104","150","112","148","300","320","291"
"116",606131,"Luis Perdomo","831","14.0","0.330","0.139","0.396","0.470","0.340","0.294","0.283","38","115","91.7","5.0","1983","90.7","89.69","13","106","10","-1.0","5.58","113","149","119","146","294","318","297"
"115",622554,"Seranthony Dominguez","931","12.4","0.193","0.123","0.264","0.316","0.214","0.225","0.201","22","114","87.8","6.9","2357","95.0","95.04","31","106","9","0.0","6.20","109","156","118","147","296","326","297"
"115",433589,"Yusmeiro Petit","1316","8.7","0.219","0.167","0.250","0.386","0.253","0.308","0.237","25","114","86.6","18.8","2116","84.5","85.73","18","106","9","1.2","6.96","109","148","115","148","298","323","300"
"114",518886,"Craig Kimbrel","1111","10.3","0.124","0.133","0.190","0.257","0.159","0.174","0.147","14","113","86.0","26.0","2424","94.4","94.28","47","109","5","-0.1","6.30","112","152","119","148","282","316","291"
"114",657610,"Trevor Hildenberger","1158","9.8","0.288","0.207","0.350","0.495","0.328","0.268","0.248","32","111","85.8","8.6","1878","82.6","81.77","23","109","5","-0.8","5.79","107","147","114","145","294","319","293"
"113",643230,"Steven Brault","1649","6.9","0.180","0.090","0.237","0.270","0.193","0.237","0.213","20","111","84.8","10.2","2096","89.8","90.60","25","105","7","0.8","6.66","106","149","110","148","301","319","292"
"112",542882,"Matt Andriese","1345","8.3","0.218","0.227","0.236","0.445","0.276","0.289","0.251","24","110","86.3","7.7","2237","87.6","86.30","29","109","3","-1.3","5.44","107","152","118","148","295","323","295"
"112",572888,"Shane Greene","1074","10.4","0.264","0.255","0.280","0.518","0.323","0.312","0.265","29","110","88.0","12.4","2412","89.9","88.43","22","105","7","-1.5","5.41","109","151","111","146","303","329","299"
"111",407845,"Fernando Rodney","1184","9.4","0.264","0.164","0.320","0.427","0.292","0.274","0.244","29","110","87.2","14.1","1998","91.7","91.09","22","102","9","-0.6","5.97","110","147","116","146","293","318","296"
"111",673633,"Yoshihisa Hirano","1100","10.1","0.174","0.156","0.197","0.330","0.210","0.276","0.229","19","109","88.6","9.6","1559","86.9","86.29","22","103","8","-0.6","5.92","108","149","115","150","299","326","300"
"111",467008,"Pedro Strop","871","12.7","0.173","0.073","0.225","0.245","0.178","0.195","0.179","19","110","84.4","11.0","2315","89.4","89.14","29","110","1","-0.3","6.01","112","150","110","149","300","321","297"
"111",488984,"Tommy Hunter","958","11.6","0.266","0.147","0.322","0.413","0.286","0.266","0.251","29","109","86.3","7.5","2443","92.9","93.01","17","106","5","0.1","6.27","109","154","110","148","294","324","297"
"110",622446,"Jefry Rodriguez","916","12.0","0.259","0.194","0.274","0.454","0.299","0.298","0.244","28","108","84.9","13.6","2247","91.3","92.07","17","107","3","0.8","6.59","111","150","116","148","296","311","297"
"108",621345,"A.J. Minter","1045","10.3","0.234","0.075","0.311","0.308","0.232","0.256","0.250","25","107","87.2","19.9","2456","93.9","93.64","23","99","9","-0.3","5.92","106","148","106","148","297","320","297"
"108",622694,"Elieser Hernandez","1113","9.7","0.224","0.131","0.259","0.355","0.246","0.261","0.233","24","107","88.3","20.4","2067","87.4","87.12","14","99","9","-0.3","6.22","107","149","110","148","300","321","298"
"108",518553,"Steve Cishek","1157","9.3","0.190","0.181","0.262","0.371","0.233","0.204","0.184","20","105","84.5","12.1","2370","86.3","87.92","30","100","8","1.6","7.28","113","151","111","149","298","320","294"
"107",572193,"Ryan Tepera","1038","10.3","0.252","0.224","0.304","0.477","0.307","0.252","0.211","27","107","87.0","8.7","2351","92.3","91.97","26","101","6","-0.3","6.17","107","150","111","143","296","321","291"
"107",571951,"Bryan Mitchell","1227","8.7","0.283","0.170","0.286","0.453","0.310","0.338","0.297","30","106","89.8","9.7","2380","90.9","90.65","7","102","5","-0.2","6.17","112","149","120","147","292","316","299"
"107",642547,"Freddy Peralta","1382","7.7","0.210","0.162","0.271","0.371","0.243","0.279","0.233","22","105","86.9","21.7","2368","88.4","89.92","21","95","10","1.5","7.10","107","156","116","150","302","317","294"
"107",596057,"Daniel Norris","816","13.1","0.262","0.215","0.328","0.477","0.312","0.335","0.288","28","107","90.1","17.6","2386","86.9","85.67","27","100","7","-1.2","5.45","108","153","117","146","299","327","292"
"106",518397,"Scott Alexander","968","11.0","0.171","0.086","0.230","0.257","0.182","0.202","0.201","18","105","85.2","-8.4","2198","91.9","91.34","25","101","5","-0.6","5.80","108","152","114","149","296","320","298"
"105",444468,"Hector Rondon","998","10.5","0.286","0.152","0.400","0.438","0.308","0.266","0.255","30","105","89.8","10.7","2158","93.0","92.66","26","98","7","-0.3","6.14","110","151","119","150","291","318","296"
"105",660271,"Shohei Ohtani","853","12.3","0.210","0.152","0.281","0.362","0.242","0.247","0.217","22","105","88.2","18.4","1984","89.4","89.64","32","100","5","0.2","6.36","111","153","114","148","295","318","295"
"104",628452,"Raisel Iglesias","1147","9.1","0.194","0.184","0.231","0.379","0.239","0.270","0.224","20","103","88.1","14.3","2266","91.2","90.54","32","102","2","-0.7","5.89","114","149","113","145","300","311","292"
"104",451584,"Wade Davis","1110","9.4","0.183","0.106","0.271","0.288","0.201","0.189","0.177","19","104","86.2","11.5","2565","89.9","89.68","30","92","11","-0.2","5.89","113","150","115","143","305","326","304"
"103",606625,"Reyes Moronta","1100","9.4","0.150","0.060","0.215","0.210","0.151","0.168","0.166","15","100","84.0","16.9","2552","89.4","89.13","32","99","4","-0.3","6.00","107","146","113","145","296","317","292"
"102",642558,"Ariel Jurado","877","11.6","0.287","0.129","0.295","0.416","0.301","0.355","0.312","29","101","89.0","7.3","1776","89.8","89.36","9","101","1","-0.4","6.06","109","153","115","148","293","320","294"
"101",622864,"Fernando Romero","961","10.5","0.265","0.112","0.316","0.378","0.267","0.263","0.235","26","98","86.9","9.5","2044","92.4","91.37","19","97","4","-1.0","5.63","109","145","116","145","295","321","293"
"101",453172,"Jared Hughes","1133","8.9","0.267","0.099","0.294","0.366","0.273","0.293","0.280","27","101","90.6","-0.4","1846","91.7","91.61","13","100","1","-0.1","6.18","110","146","109","143","296","305","288"
"101",476454,"Dellin Betances","1135","8.9","0.247","0.155","0.426","0.402","0.274","0.208","0.200","24","97","82.9","10.6","2440","91.2","91.08","33","87","14","-0.1","6.19","107","154","115","147","292","323","288"
"100",607200,"Erick Fedde","945","10.6","0.296","0.235","0.333","0.531","0.342","0.317","0.276","29","98","87.9","3.3","1897","89.8","89.99","19","96","4","0.2","6.30","115","151","118","149","301","313","290"
"99",502032,"Bud Norris","974","10.2","0.278","0.216","0.368","0.495","0.327","0.279","0.238","27","97","83.3","9.2","2534","91.5","90.90","24","89","9","-0.6","5.89","111","145","108","148","301","323","304"
"99",519151,"Ryan Pressly","1114","8.9","0.247","0.144","0.356","0.392","0.266","0.205","0.171","24","97","87.2","5.3","2863","89.6","88.42","29","91","8","-1.2","5.62","112","148","118","146","294","318","292"
"99",504379,"Juan Nicasio","765","12.9","0.333","0.198","0.439","0.531","0.356","0.276","0.260","32","96","89.2","16.0","2038","92.0","91.22","25","94","5","-0.8","5.82","109","149","114","146","290","322","296"
"99",605347,"Jorge Lopez","886","11.2","0.296","0.184","0.305","0.480","0.327","0.358","0.307","29","98","89.9","13.9","2091","89.0","89.07","10","96","3","0.1","6.25","113","152","111","146","299","320","300"
"99",523260,"Joe Kelly","1176","8.4","0.237","0.062","0.329","0.299","0.226","0.201","0.210","23","97","87.7","7.7","2327","93.5","92.49","22","92","7","-1.0","5.77","106","150","113","148","283","316","290"
"98",542960,"Brad Brach","1160","8.4","0.258","0.052","0.352","0.309","0.246","0.236","0.234","25","97","86.4","14.3","2180","90.9","89.62","23","95","3","-1.3","5.54","106","149","110","146","293","317","295"
"97",650828,"Edgar Santana","929","10.4","0.253","0.211","0.257","0.463","0.299","0.304","0.253","24","95","87.6","15.2","2303","92.1","90.94","14","94","3","-1.2","5.58","109","150","111","148","301","319","299"
"97",641729,"Joe Jimenez","1147","8.5","0.221","0.105","0.323","0.326","0.229","0.253","0.208","21","95","87.7","14.6","2429","91.9","92.17","28","91","6","0.3","6.56","106","149","114","146","299","323","292"
"96",543883,"Nick Vincent","829","11.6","0.213","0.128","0.246","0.340","0.233","0.215","0.183","20","94","82.7","22.1","2355","88.3","87.54","19","92","4","-0.8","5.75","110","152","114","148","293","322","293"
"96",621381,"Matt Strahm","998","9.6","0.200","0.168","0.281","0.368","0.239","0.257","0.207","19","95","85.5","16.4","2396","89.6","88.69","31","92","4","-0.9","5.74","111","148","115","147","296","315","296"
"96",519141,"Drew Pomeranz","1447","6.6","0.351","0.319","0.356","0.670","0.421","0.338","0.274","33","94","89.5","16.1","2230","84.3","81.76","8","88","8","-2.5","4.78","106","151","116","148","283","316","286"
"95",502327,"Hector Santiago","1963","4.8","0.280","0.194","0.338","0.473","0.315","0.283","0.236","26","93","89.4","18.4","2107","88.2","87.02","16","88","7","-1.2","5.57","107","150","112","145","295","316","291"
"94",458708,"Josh Tomlin","1185","7.9","0.330","0.223","0.361","0.553","0.375","0.344","0.296","31","94","89.1","17.9","2475","83.7","82.27","12","89","5","-1.4","5.31","108","153","113","148","288","314","294"
"94",605309,"Keone Kela","859","10.9","0.228","0.152","0.333","0.380","0.255","0.264","0.235","21","92","88.6","16.5","2298","91.0","91.50","27","87","7","0.5","6.51","111","151","112","145","299","324","300"
"93",475054,"Chaz Roe","774","12.0","0.163","0.087","0.215","0.250","0.176","0.184","0.174","15","92","82.6","6.0","2648","86.0","84.89","22","89","4","-1.1","5.80","105","150","111","144","295","319","288"
"93",593423,"Frankie Montas","995","9.3","0.283","0.152","0.324","0.435","0.302","0.328","0.302","26","92","90.5","10.5","2375","94.1","93.16","16","92","1","-0.9","5.61","110","150","116","151","298","321","301"
"93",425492,"Ryan Madson","834","11.2","0.281","0.101","0.354","0.382","0.276","0.248","0.240","25","89","88.9","14.1","2158","92.4","92.12","19","87","6","-0.3","6.15","107","147","112","146","296","311","297"
"93",506433,"Yu Darvish","740","12.6","0.231","0.176","0.279","0.407","0.267","0.269","0.235","21","91","85.0","12.3","2453","89.6","89.40","19","85","8","-0.2","6.10","112","149","113","149","292","313","287"
"92",605218,"Carl Edwards Jr.","946","9.7","0.154","0.099","0.217","0.253","0.172","0.204","0.185","14","91","82.7","19.9","2603","91.6","92.19","24","86","6","0.6","6.50","116","152","112","149","299","319","294"
"91",461325,"Tyler Clippard","1158","7.9","0.233","0.178","0.321","0.411","0.273","0.202","0.179","21","90","83.6","23.8","2115","83.4","82.68","25","83","8","-0.7","5.87","107","149","109","142","293","318","293"
"91",446899,"Brad Ziegler","1067","8.5","0.253","0.066","0.289","0.319","0.247","0.275","0.273","23","91","92.5","-4.0","1924","82.3","81.28","12","89","2","-1.0","5.82","105","148","109","147","303","324","299"
"91",502188,"Jeff Samardzija","805","11.3","0.264","0.195","0.257","0.460","0.296","0.311","0.260","23","87","87.6","18.4","2382","88.5","87.93","11","90","1","-0.6","5.91","110","148","115","146","299","315","294"
"90",606424,"Jarlin Garcia","1037","8.7","0.180","0.202","0.167","0.382","0.235","0.332","0.277","16","89","89.5","13.6","2101","88.8","88.02","11","83","7","-0.8","6.00","105","151","111","148","306","324","293"
"89",519293,"Will Smith","813","10.9","0.207","0.126","0.308","0.333","0.230","0.241","0.212","18","87","88.3","7.8","2238","85.6","84.64","28","84","5","-1.0","5.65","112","150","112","146","298","321","294"
"89",547179,"Michael Lorenzen","1292","6.9","0.247","0.082","0.270","0.329","0.240","0.269","0.267","21","85","85.0","6.7","2436","92.3","91.13","8","84","5","-1.2","5.51","108","146","109","144","296","309","289"
"89",642003,"Cody Reed","719","12.4","0.258","0.101","0.339","0.360","0.266","0.247","0.241","23","89","89.4","-2.2","2081","89.8","89.45","18","82","6","-0.3","6.04","109","147","109","144","298","307","289"
"89",592665,"Addison Reed","905","9.8","0.299","0.195","0.333","0.494","0.330","0.293","0.247","26","87","87.5","21.5","2140","89.5","90.04","15","83","6","0.5","6.58","107","146","112","144","297","318","293"
"89",656798,"Jacob Nix","656","13.6","0.276","0.253","0.260","0.529","0.330","0.382","0.325","24","87","87.9","15.0","2236","89.4","89.01","5","83","6","-0.4","6.14","117","151","113","148","297","318","305"
"88",543475,"Jordan Lyles","1402","6.3","0.341","0.235","0.381","0.576","0.381","0.291","0.248","29","85","86.8","12.3","2107","88.1","88.78","14","83","5","0.7","6.61","112","149","113","148","299","314","294"
"88",608349,"Corey Knebel","989","8.9","0.170","0.091","0.280","0.261","0.184","0.197","0.189","15","88","90.0","7.5","2524","92.2","91.99","30","81","7","-0.2","6.22","114","155","116","150","301","321","299"
"87",425794,"Adam Wainwright","732","11.9","0.262","0.119","0.351","0.381","0.272","0.262","0.233","22","84","85.6","13.2","2437","82.0","81.70","18","79","8","-0.3","6.22","113","148","111","149","299","322","306"
"87",453343,"Mark Melancon","654","13.3","0.322","0.149","0.377","0.471","0.339","0.347","0.307","28","87","90.1","6.3","2463","89.0","88.82","10","81","6","-0.2","6.11","109","149","115","147","298","320","295"
"87",607352,"Joe Biagini","1227","7.1","0.391","0.264","0.444","0.655","0.444","0.357","0.309","34","87","89.9","10.0","2175","91.9","91.14","12","81","6","-0.8","5.90","108","149","114","145","293","319","296"
